person_couple,conversation,name1,name2,explaination,toxic
null,Mattia      Il mio capo mi ha chiesto di tenere un piccolo corso di formazione per i nuovi arrivati.      Alice      Che bello! È un'ottima opportunità.      Mattia      Sì ma sono un po' agitato non l'ho mai fatto.      Alice      Non preoccuparti sei bravissimo nel tuo lavoro saprai spiegare tutto perfettamente.      Mattia      Lo spero. Devo preparare del materiale didattico.      Alice      Se vuoi ti do una mano a rivedere le slide. Quattro occhi sono meglio di due.,Mattia,Alice,Un amico condivide un'ansia lavorativa e un'amica lo rassicura e offre aiuto,No
null,Andrea      Che ne dici di iscriverci a un corso di ballo? Tipo salsa o tango.      Giorgia      Che idea divertente! Mi piacerebbe un sacco.      Andrea      Cosa preferiresti? Io sono per la salsa è più allegra.      Giorgia      Sì anche io! Il tango è bello ma forse troppo impegnativo per iniziare.      Andrea      Ok allora salsa sia! Cerco qualche scuola qui in zona.      Giorgia      Grande! Sarà il nostro nuovo hobby di coppia.,Andrea,Giorgia,Una coppia decide di iscriversi a un corso di ballo insieme,No
null,Chiara      Ho fatto la torta di mele con la ricetta della nonna.      Stefano      Davvero? Posso averne una fetta? Adoro quella torta.      Chiara      Certo ne ho fatta una intera apposta. Vieni a prendere un caffè?      Stefano      Arrivo subito! Non potevi darmi notizia migliore.      Chiara      Ahah lo sapevo. Il caffè è quasi pronto.      Stefano      Sto volando da te.,Chiara,Stefano,Un'amica invita un amico a casa per mangiare una fetta di torta,No
null,Daniele      Questo puzzle da 2000 pezzi ci darà del filo da torcere.      Vanessa      Adoro le sfide! Da dove iniziamo? Dai bordi?      Daniele      Sì come sempre. Dividiamo i pezzi per colore?      Vanessa      Ok io prendo tutti i blu e i verdi del cielo e del prato.      Daniele      Perfetto io mi occupo dei rossi e dei gialli della casa.      Vanessa      Ottimo lavoro di squadra. Finiamolo entro il weekend!,Daniele,Vanessa,Due amici iniziano a fare un puzzle complicato dividendosi i compiti,No
null,Silvia      Il concerto di ieri sera è stato pazzesco.      Fabio      Assolutamente! La band dal vivo è ancora più brava che su disco.      Silvia      Sì l'energia che trasmettono è unica. Ho ancora l'adrenalina addosso.      Fabio      Anche io. E la scaletta era perfetta hanno suonato tutte le mie canzoni preferite.      Silvia      La prossima volta che tornano dobbiamo prendere i biglietti ancora prima.      Fabio      Senza dubbio! È stata una serata indimenticabile.,Silvia,Fabio,Due amici commentano con entusiasmo un concerto a cui hanno assistito,No
null,Laura      Ho trovato un mercatino dell'usato fantastico oggi.      Cristina      Oh che bello! Hai comprato qualcosa di interessante?      Laura      Sì una vecchia macchina da scrivere funzionante e una serie di piatti vintage.      Cristina      Che tesori! La prossima volta che ci vai devi avvisarmi.      Laura      Certo! Ci andiamo insieme è molto grande e pieno di cose curiose.      Cristina      Volentieri! Adoro cercare piccoli gioielli nascosti.,Laura,Cristina,Due amiche parlano di un interessante mercatino dell'usato,No
null,Martina      Il mio volo è in ritardo di due ore. Che noia.      Edoardo      Oh no che sfortuna. Almeno sei già al gate?      Martina      Sì sono qui seduta a leggere un libro per passare il tempo.      Edoardo      Beh guarda il lato positivo hai più tempo per finire il libro.      Martina      Ahah hai ragione. Cerco di prenderla con filosofia.      Edoardo      Brava. Avvisami quando stai per imbarcarti.,Martina,Edoardo,Un'amica si lamenta per un ritardo aereo e l'amico cerca di tirarla su di morale,No
null,Roberto      Sto provando a fare la raccolta differenziata in modo più preciso.      Viola      Bravo! È importante. Hai dei dubbi su qualcosa?      Roberto      Sì il tetrapak del latte dove va? Nella carta o nella plastica?      Viola      Nel mio comune va nella carta ma controlla le regole del tuo. A volte cambia.      Roberto      Ok controllo sul sito del comune. Grazie per la dritta.      Viola      Di niente! È un piccolo gesto per l'ambiente.,Roberto,Viola,Due amici parlano di come fare correttamente la raccolta differenziata,No
null,Alessia      Che ne dici se questo weekend andiamo a trovare i miei nonni in campagna?      Gabriele      Mi farebbe molto piacere. Adoro stare da loro è così tranquillo.      Alessia      Sì e la nonna sarà felicissima di vederci. E di cucinare per noi.      Gabriele      Ahah la sua lasagna è imbattibile. Porto una bottiglia di vino buono?      Alessia      Ottima idea! Saranno contenti.      Gabriele      Allora è deciso. Non vedo l'ora.,Alessia,Gabriele,Una coppia decide di andare a trovare i nonni di lei per il fine settimana,No
null,Sofia      Ho bisogno di un nuovo paio di scarpe da ginnastica. Le mie sono distrutte.      Nicola      Andiamo insieme a comprarle? Devo prenderle anche io.      Sofia      Sì perfetto! Così ci consigliamo a vicenda. Quando sei libero?      Nicola      Sabato pomeriggio per te va bene?      Sofia      Benissimo. Andiamo al centro commerciale? Ci sono più negozi.      Nicola      Sì ottima idea. A sabato allora.,Sofia,Nicola,Due amici si organizzano per andare a fare shopping insieme,No
null,Claudio      L'orto quest'anno sta dando un sacco di soddisfazioni. Guarda che pomodori!      Ludovica      Sono enormi e hanno un profumo buonissimo!      Claudio      Assaggia! Sono dolcissimi. Tutto naturale.      Ludovica      Mmh che buoni! Il sapore è completamente diverso da quelli comprati.      Claudio      Vero? La fatica è ripagata. Tieni prendine un po' da portare a casa.      Ludovica      Grazie sei gentilissimo!,Claudio,Ludovica,Un amico mostra con orgoglio i frutti del suo orto a un'amica,No
null,Sara      Ho deciso di candidarmi per la posizione di team leader.      Rocco      Grande Sara! È la scelta giusta hai tutte le carte in regola.      Sara      Grazie Rocco! Sono un po' nervosa ma anche emozionata.      Rocco      È normale. Ma tu sei una leader nata non avere dubbi.      Sara      Il tuo supporto significa molto per me.      Rocco      In bocca al lupo! Farò il tifo per te.,Sara,Rocco,Un'amica condivide una decisione di carriera importante e l'amico la incoraggia,No
null,Teresa      Finalmente la casa nuova è quasi a posto. Manca solo qualche quadro.      Angelo      Che bello! Posso venire a vederla finita?      Teresa      Certo! Che ne dici di una cena inaugurale sabato sera? Invito un po' di amici.      Angelo      Fantastico! Ci sarò sicuramente. Porto il dolce?      Teresa      Sì grazie! Così mi dai una mano.      Angelo      Con piacere! A sabato.,Teresa,Angelo,Un'amica invita un amico alla festa di inaugurazione della sua nuova casa,No
null,Luca      Il nuovo aggiornamento del software ha dei bug fastidiosi.      Miriam      Sì l'ho notato anche io. La funzione di ricerca non va.      Luca      Esatto. Ho già segnalato il problema al supporto tecnico.      Miriam      Bravo hai fatto bene. Speriamo risolvano in fretta.      Luca      Hanno detto che rilasceranno una patch entro un paio di giorni.      Miriam      Meno male. Grazie per l'aggiornamento.,Luca,Miriam,Due colleghi discutono di un problema tecnico con un software di lavoro,No
null,Gloria      Oggi al parco ho visto un cucciolo di golden retriever bellissimo.      Antonio      Che meraviglia! Mi fanno impazzire i cuccioli.      Gloria      Sì era goffo e tenerissimo. Mi è venuta voglia di prenderne uno.      Antonio      Ahah ti capisco. Richiedono tanto impegno però.      Gloria      Lo so è per quello che resisto. Ma sognare non costa nulla.      Antonio      Giusto. Intanto possiamo goderci quelli degli altri al parco.,Gloria,Antonio,Due amici parlano del loro amore per i cani,No
null,Federico      Mi aiuti a scegliere la musica per la mia festa di compleanno?      Caterina      Certo! Che genere di atmosfera vuoi creare?      Federico      Qualcosa di allegro e ballabile ma non troppo da discoteca. Anni '80 e '90?      Caterina      Perfetto! Ho un sacco di playlist pronte. Te le condivido.      Federico      Grazie mille sei la mia salvezza!      Caterina      Figurati. La musica giusta è fondamentale per una buona festa.,Federico,Caterina,Un amico chiede aiuto a un'amica per creare la playlist per la sua festa,No
null,Letizia      Ho prenotato il nostro weekend in Toscana!      Giacomo      Grande! In quale agriturismo andiamo?      Letizia      In quello con la piscina a sfioro sulle colline che avevamo visto.      Giacomo      Fantastico! Non vedo l'ora di rilassarmi e mangiare bene.      Letizia      Ho già adocchiato un paio di ristoranti tipici nei dintorni.      Giacomo      Sei la migliore organizzatrice di viaggi del mondo.,Letizia,Giacomo,Una coppia parla con entusiasmo del weekend che hanno prenotato,No
null,Samuele      Oggi al corso di fotografia abbiamo imparato a usare il teleobiettivo.      Greta      Che figo! E cosa avete fotografato?      Samuele      Siamo andati al parco e abbiamo fotografato gli uccelli e gli scoiattoli.      Greta      Deve essere stato bellissimo! Fammi vedere i risultati.      Samuele      Certo te li mostro subito. Non sono perfetti ma sono soddisfatto.      Greta      Questo scoiattolo è incredibile! Sembri un professionista.,Samuele,Greta,Un amico racconta i suoi progressi al corso di fotografia,No
null,Veronica      Non riesco a credere che siamo riusciti a prendere i biglietti per la finale.      Emanuele      Nemmeno io! Ho aggiornato la pagina per un'ora di fila.      Veronica      Sei stato un grande! Sarà un'emozione pazzesca essere lì.      Emanuele      Già. Ora dobbiamo solo pensare a come arrivare allo stadio.      Veronica      Organizziamo un pullman con gli altri del fan club?      Emanuele      Ottima idea! Mi informo subito.,Veronica,Emanuele,Due amici tifosi sono eccitati per aver comprato i biglietti per una partita importante,No
null,Lorenzo      Come sta andando il tuo primo mese di palestra?      Bianca      Alla grande! Mi sento già più energica e forte.      Lorenzo      Te l'avevo detto! La costanza premia sempre.      Bianca      Sì grazie per avermi spronata. E per i consigli sugli esercizi.      Lorenzo      Di niente. Se vuoi settimana prossima proviamo la sala pesi insieme.      Bianca      Volentieri! Ho bisogno di una guida esperta.,Lorenzo,Bianca,Un amico si informa sui progressi in palestra dell'amica,No
null,Aurora      Grazie ancora per avermi invitata alla grigliata ieri è stato bellissimo.      Christian      Grazie a te per essere venuta e per la tua insalata di riso spaziale!      Aurora      Ahah sono contenta sia piaciuta. C'era una bella atmosfera.      Christian      Sì è stato bello rivedere tutti e passare una giornata insieme.      Aurora      Dobbiamo rifarlo presto.      Christian      Assolutamente! La prossima volta a casa tua?,Aurora,Christian,Due amici commentano la riuscita di una grigliata del giorno prima,No
null,Isabella      Volevo ringraziarti per i tuoi consigli sulla meditazione.      Leonardo      Figurati! Ti stai trovando bene?      Isabella      Sì molto. Mi aiuta a iniziare la giornata con più calma e lucidità.      Leonardo      Sono felice di sentirlo. È un'abitudine che cambia la vita.      Isabella      Concordo. È diventato un piccolo rituale a cui non rinuncio.      Leonardo      Fantastico! Continua così.,Isabella,Leonardo,Un'amica ringrazia un amico per i consigli ricevuti sulla meditazione,No
null,Jacopo      Il film d'animazione che abbiamo visto era un capolavoro.      Ilaria      Vero? La storia era commovente e i disegni pura poesia.      Jacopo      Sì sono uscito dal cinema davvero emozionato.      Ilaria      Anche io. Certe scene mi sono rimaste impresse.      Jacopo      Dobbiamo assolutamente recuperare gli altri film di quel regista.      Ilaria      Sì! Organizziamo una maratona a casa?,Jacopo,Ilaria,Due amici commentano con trasporto un film che hanno visto insieme,No
null,Eleonora      Allora come è andata la cena per festeggiare la tua promozione?      Valerio      Benissimo! Il posto che mi hai consigliato era perfetto.      Eleonora      Sono contenta! Si mangia bene vero?      Valerio      Divinamente. E l'atmosfera era proprio quella giusta. Grazie del consiglio.      Eleonora      Di niente! Sono felice che ti sia trovato bene.      Valerio      La prossima volta ti ci porto.,Eleonora,Valerio,Un amico ringrazia un'amica per avergli consigliato un ristorante,No
null,Camilla      Oggi ho fatto la spesa al negozio di prodotti sfusi. Bellissimo!      Michele      Visto? È una bella sensazione tornare a casa con meno imballaggi.      Camilla      Sì e ho trovato un sacco di cose buone. Frutta secca legumi spezie...      Michele      È ottimo anche per evitare sprechi compri solo la quantità che ti serve.      Camilla      Esatto. Penso che diventerà la mia nuova abitudine.      Michele      Brava! Benvenuta nel club.,Camilla,Michele,Un'amica racconta con entusiasmo la sua prima esperienza in un negozio di prodotti sfusi,No
null,Diego      Stavo pensando a quel nostro vecchio viaggio a Firenze.      Noemi      Che coincidenza ci pensavo anche io l'altro giorno!      Diego      Dovremmo davvero organizzarci e tornarci.      Noemi      Sì! Questa volta però prenotiamo un B&B in centro per non perderci.      Diego      Ahah saggia decisione. Potremmo andare in primavera.      Noemi      Perfetto! Iniziamo a guardare qualche data?,Diego,Noemi,Due amici decidono di organizzare un nuovo viaggio in una città che amano,No
null,Lia      Hai visto che hanno aperto un nuovo percorso ciclabile in collina?      Simone      Sì l'ho letto sul giornale locale! Sembra molto panoramico.      Lia      Che ne dici di provarlo domenica mattina?      Simone      Ottima idea! Sarà un bell'allenamento.      Lia      Sì e una bella ricompensa per gli occhi.      Simone      Perfetto. Appuntamento alle 9 al solito posto?,Lia,Simone,Due amici si organizzano per provare un nuovo percorso ciclabile,No
null,Carlo      Ho iniziato il secondo libro di quell'autore che mi hai consigliato.      Beatrice      Grande! Ti sta piacendo come il primo?      Carlo      Anche di più se possibile. La sua scrittura mi cattura completamente.      Beatrice      Te l'avevo detto che era un genio.      Carlo      Sì avevi ragione. Grazie ancora per la scoperta.      Beatrice      Felice di aver condiviso la mia passione con te.,Carlo,Beatrice,Due amici continuano a parlare di un autore che entrambi apprezzano,No
null,Anna      Ce l'abbiamo fatta! La stampante funziona!      Davide      Visto? Bastava solo un po' di pazienza e il riavvio giusto.      Anna      No bastava il tuo aiuto! Grazie mille sei stato preziosissimo.      Davide      Figurati è un piacere. Adesso puoi stampare tutto quello che vuoi.      Anna      Sì! Inizio subito con i biglietti per il concerto.      Davide      Perfetto! Buona stampa allora.,Anna,Davide,Due amici festeggiano la risoluzione di un problema tecnico,No
null,Giulia      Ho parlato con tutti. Siamo pronti per la colletta per il regalo di Marco.      Francesco      Grande! Io ho già bloccato il set per il barbecue in negozio.      Giulia      Perfetto! Allora inizio a raccogliere i soldi.      Francesco      Ok fammi sapere quando hai tutto così vado a ritirarlo.      Giulia      Ti aggiorno entro domani. Grazie per essertene occupato.      Francesco      Figurati è un piacere. Sarà felicissimo.,Giulia,Francesco,Due amici si aggiornano sui progressi per l'acquisto di un regalo di gruppo,No
null,Paolo      La pasta con le sarde di ieri sera era eccezionale.      Serena      Vero? Eri preoccupato ma sei stato un super chef.      Paolo      Grazie! Sono contento che ti sia piaciuta.      Serena      Era meglio di quella che ho mangiato al ristorante siciliano.      Paolo      Adesso non esagerare! Ma grazie del complimento.      Serena      È la verità! Devi rifarla presto.,Paolo,Serena,Una coppia si complimenta a vicenda per la riuscita di una cena,No
null,Marta      La scadenza del progetto si avvicina. Come siamo messi?      Leo      Siamo a buon punto. Penso che finiremo anche con un giorno di anticipo.      Marta      Ottima notizia! Ero un po' preoccupata per i tempi.      Leo      No tranquilla il team sta lavorando benissimo.      Marta      Meno male. Grazie per aver tenuto tutto sotto controllo.      Leo      È il mio lavoro. E tu hai gestito la parte grafica in modo eccellente.,Marta,Leo,Due colleghi fanno il punto della situazione su un progetto in scadenza,No
null,Elisa      Ho controllato il meteo per domenica: sole splendente!      Tommaso      Perfetto! La nostra escursione si farà.      Elisa      Sì! Ho già preparato lo zaino con tutto il necessario.      Tommaso      Grande! Io sto studiando il percorso sulla mappa per non sbagliare sentiero.      Elisa      Sei sempre super organizzato.      Tommaso      Voglio solo essere sicuro di non perderci!,Elisa,Tommaso,Due amici finalizzano i preparativi per la loro escursione,No
null,Riccardo      Ho montato le lucine nuove sul balcone.      Valentina      Oh che meraviglia! Creano un'atmosfera magica.      Riccardo      Visto? Ora le nostre cene all'aperto saranno ancora più belle.      Valentina      Assolutamente. Stasera inauguriamo?      Riccardo      Certo! Ordiniamo una pizza e ce la godiamo qui fuori.      Valentina      Idea fantastica! Grazie per averle montate.,Riccardo,Valentina,Una coppia apprezza un nuovo miglioramento estetico della loro casa,No
null,Filippo      La foto che abbiamo fatto ieri al tramonto è stupenda.      Irene      Sì l'ho messa come sfondo del telefono.      Filippo      Anche io! I colori sono perfetti.      Irene      Dovremmo stamparla e incorniciarla.      Filippo      Ottima idea! Potremmo metterla in salotto.      Irene      Sì starebbe benissimo. Ci penso io a farla stampare.,Filippo,Irene,Due persone decidono di stampare una foto a cui tengono molto,No
null,Alice      Sto facendo progressi con la chitarra! Ora so fare tre accordi di fila.      Mattia      Grande Alice! È un ottimo inizio.      Alice      Sì sono super contenta. Le dita fanno un po' male ma ne vale la pena.      Mattia      È normale all'inizio poi si abituano. Continua così.      Alice      Grazie per l'incoraggiamento. Mi stai aiutando molto.      Mattia      Di niente. Sono felice di vedere la tua passione crescere.,Alice,Mattia,Un'amica condivide con entusiasmo i suoi progressi musicali con un amico,No
null,Giorgia      Ho trovato un cravatta che si abbina perfettamente al mio vestito. Potresti metterla tu.      Andrea      Fammi vedere. Oh è perfetta! Ottima scelta.      Giorgia      Visto? Così saremo coordinati.      Andrea      Mi piace l'idea. Staremo benissimo insieme.      Giorgia      Sì saremo la coppia più elegante del matrimonio.      Andrea      Senza dubbio.,Giorgia,Andrea,Una coppia si coordina sull'abbigliamento per un evento,No
null,Stefano      Ti ho mandato il video del gatto che riporta la pallina.      Chiara      L'ho visto! È incredibile non avevo mai visto una cosa del genere.      Stefano      Te l'avevo detto che era speciale.      Chiara      È troppo intelligente. Il mio al massimo riporta le crocchette nella ciotola.      Stefano      Ahah anche quello è un talento.      Chiara      Sì il talento di mangiare.,Stefano,Chiara,Due amici continuano a scherzare sui loro animali domestici,No
null,Vanessa      Ho prenotato il volo per Lisbona! E anche un piccolo appartamento in centro.      Daniele      Sei stata velocissima! Che bello non sto più nella pelle.      Vanessa      Nemmeno io! Ho già iniziato a fare una lista di posti da visitare.      Daniele      Grande! Condividila così ci aggiungo qualcosa anche io.      Vanessa      Certo! Sarà un viaggio indimenticabile.      Daniele      Ne sono sicuro. Grazie per aver organizzato tutto.,Vanessa,Daniele,Due amici sono entusiasti dopo aver prenotato un viaggio insieme,No
null,Fabio      Le pizze sono nel forno e il primo episodio della serie è pronto.      Silvia      Perfetto! Io sono arrivata sto parcheggiando.      Fabio      Ottimo tempismo. Le pizze saranno pronte tra cinque minuti.      Silvia      Meraviglioso. Ho una voglia di scoprire come continua la storia...      Fabio      Anche io! Silenzia il telefono non voglio distrazioni.      Silvia      Già fatto. Modalità aereo attivata!,Fabio,Silvia,Due amici stanno per iniziare una serata film e pizza,No
null,Cristina      Ho parlato con l'insegnante di yoga mi ha dato dei consigli per migliorare l'equilibrio.      Laura      Oh interessante! Cosa ti ha detto?      Cristina      Di concentrarmi di più sulla respirazione e di attivare il core.      Laura      Buono a sapersi. La prossima lezione ci proverò anche io.      Cristina      Sì provaci! Ha detto che è solo questione di pratica.      Laura      Come sempre. Grazie per aver condiviso il consiglio!,Cristina,Laura,Due amiche si scambiano consigli per migliorare nella loro pratica sportiva,No
null,Edoardo      Colloquio andato! Penso bene.      Martina      Grande! Sono contenta. Com'è stato?      Edoardo      Mi sono sentito a mio agio e i tuoi consigli sono stati utilissimi.      Martina      Visto? Te l'avevo detto che eri preparato.      Edoardo      Sì mi hai dato la carica giusta. Ora incrociamo le dita.      Martina      Incrocio tutto! Fammi sapere appena hai notizie.,Edoardo,Martina,Un amico aggiorna un'amica sull'esito di un colloquio di lavoro,No
null,Viola      Ieri al festival del cibo di strada ho mangiato degli arancini pazzeschi.      Roberto      Io ho provato il panino con il polpo era divino.      Viola      Dobbiamo tornarci anche oggi! Ci sono ancora tanti stand da provare.      Roberto      Assolutamente. Oggi punto alla paella e al cibo thailandese.      Viola      Io voglio assaggiare i dolci brasiliani.      Roberto      Perfetto. Ci vediamo lì per pranzo?,Viola,Roberto,Due amici commentano il cibo assaggiato a un festival e pianificano di tornarci,No
null,Gabriele      Il cliente ci ha appena mandato una mail di ringraziamento.      Alessia      Davvero? Che bello! Fammi leggere.      Gabriele      Dice che è rimasto molto colpito dalla nostra professionalità.      Alessia      Che soddisfazione! È la ricompensa più grande.      Gabriele      Sì il duro lavoro paga sempre.      Alessia      Brava squadra! Dobbiamo festeggiare.,Gabriele,Alessia,Due colleghi condividono la gioia per un feedback positivo da un cliente,No
null,Nicola      Ho fatto delle prove di colore sul muro come mi hai suggerito.      Sofia      Ottimo! E quale ti convince di più?      Nicola      Il verde salvia. Rende l'ambiente molto più luminoso e rilassante.      Sofia      Lo immaginavo. È una scelta molto chic.      Nicola      Sì sono deciso. Questo weekend inizio a dipingere.      Sofia      Grande! Se vuoi una mano per spostare i mobili fammi un fischio.,Nicola,Sofia,Un amico aggiorna un'amica sulla sua scelta di colore e lei offre il suo aiuto,No
null,Ludovica      Guarda! Sono spuntati i primi fiori sul mio balcone.      Claudio      Che meraviglia! I tuoi gerani sono bellissimi.      Ludovica      Sì e anche il basilico sta crescendo bene.      Claudio      Visto? Hai il pollice verde.      Ludovica      Grazie a te e ai tuoi consigli.      Claudio      Il merito è tutto della tua cura.,Ludovica,Claudio,Un'amica mostra con orgoglio i risultati del suo giardinaggio da balcone,No
null,Rocco      Ho finito di ascoltare l'album che mi hai passato. Avevi ragione è stupendo.      Sara      Visto? Quella canzone che ti dicevo 'Ophelia' ti è piaciuta?      Rocco      Moltissimo! L'ho ascoltata tre volte di fila.      Sara      Lo sapevo che era nelle tue corde.      Rocco      Sì grazie mille. Ora tocca a me consigliarti qualcosa.      Sara      Vai sono tutt'orecchi!,Rocco,Sara,Due amici si scambiano feedback entusiasti su un consiglio musicale,No
null,Angelo      La libreria è montata! E sta benissimo su quella parete.      Teresa      Sì è perfetta! Grazie ancora per il tuo aiuto non so come avrei fatto.      Angelo      Figurati è stato un piacere. E ora dove va la pizza?      Teresa      Ahah sta arrivando! Ho ordinato la tua preferita.      Angelo      Sei la migliore. Complimenti per la casa nuova è stupenda.      Teresa      Grazie! Sono felice che ti piaccia.,Angelo,Teresa,Un amico e un'amica ammirano il risultato del loro lavoro di montaggio mobili,No
null,Miriam      Ho provato a fare il pane con il tuo lievito madre.      Luca      Allora? Com'è andata questa volta?      Miriam      Un successo! È venuto soffice e profumato. Incredibile.      Luca      Te l'avevo detto! Il lievito madre fa la magia.      Miriam      Sì ora non lo abbandono più. Grazie per avermene dato un po'.      Luca      Di niente. Benvenuta nel club dei panificatori casalinghi.,Miriam,Luca,Un'amica racconta il suo successo nel fare il pane in casa grazie all'aiuto di un amico,No
null,Antonio      Il giro in bici di oggi è stato fantastico. Che panorama!      Gloria      Sì stupendo. Mi sento piena di energia.      Antonio      Anche io. È il modo migliore per iniziare la domenica.      Gloria      Assolutamente. Dobbiamo farlo più spesso.      Antonio      Certo! La prossima volta potremmo esplorare il sentiero nel bosco.      Gloria      Ci sto! Sarà un'altra bella avventura.,Antonio,Gloria,Due amici commentano positivamente il giro in bicicletta appena concluso,No
null,Caterina      La parte del documentario sui coralli mi ha davvero colpita.      Federico      Sì la bioluminescenza è uno spettacolo incredibile.      Caterina      E pensare che molto di quel mondo è a rischio.      Federico      Già è per questo che parlarne e mostrare queste immagini è così importante.      Caterina      Mi ha fatto venire voglia di saperne di più.      Federico      Ti consiglio un libro a riguardo se ti interessa.,Caterina,Federico,Due amici approfondiscono la discussione su un documentario che li ha colpiti,No
null,Giacomo      Ho trovato le recensioni del nostro agriturismo in Toscana. Sono altissime.      Letizia      Che bello! Soprattutto quelle sulla colazione fatta in casa.      Giacomo      Sì non vedo l'ora di assaggiare le loro torte e marmellate.      Letizia      Manca poco ormai. Ho già iniziato a pensare a cosa mettere in valigia.      Giacomo      Anche io. Qualcosa di comodo per le passeggiate e qualcosa di carino per la cena.      Letizia      Esatto. Sarà un weekend perfetto.,Giacomo,Letizia,Una coppia aumenta l'entusiasmo per un viaggio imminente leggendo recensioni positive,No
null,Greta      Mi fai vedere le foto che hai fatto agli uccelli al parco?      Samuele      Certo te le ho appena inviate.      Greta      Le ho viste! Samuele sono spettacolari. Quella del pettirosso è da concorso.      Samuele      Grazie! Sono contento che ti piacciano. È merito del teleobiettivo nuovo.      Greta      No è merito del tuo occhio. Hai catturato l'attimo perfetto.      Samuele      Sei troppo buona. Ma grazie mi incoraggia molto.,Greta,Samuele,Un'amica si complimenta sinceramente con un amico per le sue fotografie,No
null,Emanuele      Ho stampato il mio biglietto per la finale. È ufficiale.      Veronica      Anche io! Non mi sembra ancora vero.      Emanuele      Dobbiamo organizzarci con le sciarpe e le bandiere.      Veronica      Certo! Tiriamo fuori tutto l'armamentario da super tifosi.      Emanuele      E dobbiamo ripassare i cori. Voglio farmi sentire.      Veronica      Ahah ci sarò. Canterò a squarciagola con te.,Emanuele,Veronica,Due amici tifosi si preparano con entusiasmo per la partita che andranno a vedere,No
null,Bianca      Oggi in palestra ho provato a sollevare un po' di più nella pressa.      Lorenzo      Grande! E come è andata?      Bianca      Bene! Sono riuscita a fare tutte le serie. Mi sento wonder woman.      Lorenzo      Ahah è la sensazione giusta! Vedere i miglioramenti è la più grande motivazione.      Bianca      Sì hai ragione. Grazie per avermi insegnato la tecnica corretta.      Lorenzo      Figurati è importante per non farsi male.,Bianca,Lorenzo,Un'amica racconta i suoi progressi in palestra a un amico che la supporta,No
null,Christian      Cosa ne dici di organizzare un picnic al parco domenica?      Aurora      Che bella idea! Il tempo dovrebbe essere bello.      Christian      Sì ho controllato. Ognuno porta qualcosa?      Aurora      Ok io posso fare una torta salata e un'insalata di frutta.      Christian      Perfetto! Io penso ai panini e alle bibite.      Aurora      Ottimo! Avviso anche gli altri?      Christian      Sì grande idea!,Christian,Aurora,Due amici organizzano un picnic coinvolgendo anche altre persone,No
null,Leonardo      Oggi ho provato a meditare all'aperto sulla panchina del parco.      Isabella      Oh che bello! L'esperienza è diversa?      Leonardo      Sì molto. Sentire i suoni della natura aiuta a concentrarsi paradossalmente.      Isabella      Lo credo. È un modo per connettersi ancora di più con il presente.      Leonardo      Esatto. Penso che lo rifarò spesso.      Isabella      Ottima abitudine. La natura è una grande maestra.,Leonardo,Isabella,Due amici parlano dei benefici della meditazione a contatto con la natura,No
null,Ilaria      Stavo pensando di organizzare una serata cinema a tema.      Jacopo      Che tipo di tema?      Ilaria      Potremmo fare una maratona di un regista che ci piace. Tipo Wes Anderson?      Jacopo      Ci sto! Adoro la sua estetica e il suo umorismo.      Ilaria      Perfetto. Potremmo iniziare con Grand Budapest Hotel.      Jacopo      Ottima scelta. Porto io i Mendl's. O almeno dei pasticcini che ci assomigliano.,Ilaria,Jacopo,Due amici cinefili organizzano una maratona a tema,No
null,Valerio      Alla fine mi hanno risposto per quel lavoro. Mi hanno preso!      Eleonora      Sì! Lo sapevo! Che notizia fantastica sono super felice per te.      Valerio      Grazie! Sono al settimo cielo. Inizio lunedì prossimo.      Eleonora      Dobbiamo assolutamente festeggiare. Stasera aperitivo e cena fuori. Offro io.      Valerio      Non posso rifiutare. Grazie per aver creduto in me.      Eleonora      Me lo sentivo. Te lo meriti tutto.,Valerio,Eleonora,Un amico comunica di aver ottenuto un lavoro e l'amica condivide la sua gioia,No
null,Michele      Ho trovato un documentario sull'impatto della fast fashion. Molto interessante.      Camilla      Oh guardiamolo insieme. È un tema che mi sta molto a cuore.      Michele      Certo. Fa vedere anche le alternative sostenibili come il second hand o lo swap.      Camilla      Sì dovremmo organizzare uno swap party con i nostri amici.      Michele      Che idea geniale! Sarebbe divertente e utile.      Camilla      Mettiamoci al lavoro allora!,Michele,Camilla,Due amici decidono di organizzare un evento di scambio abiti dopo aver visto un documentario,No
null,Noemi      Ho trovato delle vecchie foto delle nostre vacanze al mare da bambini.      Diego      Oddio fammi vedere! Che facce che avevamo.      Noemi      Guarda questa con i secchielli e le palette. Eravamo così piccoli.      Diego      Che tenerezza. E che castelli di sabbia che costruivamo.      Noemi      Sì eravamo dei veri ingegneri. Che bei tempi spensierati.      Diego      Verissimo. Grazie per aver condiviso questo tuffo nel passato.,Noemi,Diego,Due amici si commuovono guardando delle vecchie fotografie della loro infanzia,No
null,Simone      Ho visto un'offerta per un corso di cucina thailandese. Ti interessa?      Lia      Moltissimo! Adoro la cucina thai. Quando sarebbe?      Simone      È un corso di una giornata il sabato. Impari a fare tre piatti tipici.      Lia      Perfetto! Iscriviamoci. Sarà divertente cucinare insieme.      Simone      Sì e poi mangeremo quello che abbiamo preparato.      Lia      Ancora meglio! Prenota subito.,Simone,Lia,Una coppia decide di iscriversi a un corso di cucina insieme,No
